Reporting Range=["Monthly"],Select year=["2025"],Select month=["December"],Search Term=["berberine"]
"Search Frequency Rank","Search Term","Top Clicked Brand #1","Top Clicked Brands #2","Top Clicked Brands #3","Top Clicked Category #1","Top Clicked Category #2","Top Clicked Category #3","Top Clicked Product #1: ASIN","Top Clicked Product #1: Product Title","Top Clicked Product #1: Click Share","Top Clicked Product #1: Conversion Share","Top Clicked Product #2: ASIN","Top Clicked Product #2: Product Title","Top Clicked Product #2: Click Share","Top Clicked Product #2: Conversion Share","Top Clicked Product #3: ASIN","Top Clicked Product #3: Product Title","Top Clicked Product #3: Click Share","Top Clicked Product #3: Conversion Share","Reporting Date"
"507886","nutricost berberine","Nutricost","Carlyle","THORNE","Health & Personal Care",,,"B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","66.85","62.5","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","16.92","14.67","B0D4RMJ8NB","Nutricost Dihydroberberine Capsules (200mg, 60 Capsules) - More Bioavailable Metabolite of Berberine","3.82","2.72","2025-12-31"
"524691","bionature inc berberine chromium picolinate","Igennus Healthcare Nutrition","Dr. Mercola","Meo Nutrition","Health & Personal Care",,,"B0DYVPK45R","Igennus Dual Action Berberine Phytosome 550mg & Chromium Picolinate, 10x Absorption, Blood Glucose Control, Standardized Berberis Extract Supplement, Clean Label, Vegan, 60 Capsules","32.25","28.13","B09WXR8KRJ","Dr. Mercola Biothin Berberine with Chromium - Supports Healthy Metabolic Function - Enhanced Absorption - Non-GMO, Gluten-Free & Soy-Free - 30 Capsules (30 Servings)","8.31","4.17","B0DCTL1BV2","Meo Nutrition Berberine Supplement 1200mg HCI - 60 Capsules, 3rd Party Lab Tested, Non-GMO, GMP Certified - Supports Metabolic Health & Overall Wellness","5.63","1.04","2025-12-31"
"541765","liquid berberine with ceylon cinnamon","Clean Nutraceuticals","Burdvmd Trttvre","Liberty Lifestyle","Health & Personal Care","Grocery",,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","41.57","37.19","B0FL6B6HJ2","Berberine Drops with Ceylon Cinnamon Supplement, Berberine HCL, Chromium, Bitter Melon & Turmeric Liquid Drops for Immune Health & Metabolic Support, Fast Absorption - 4 fl oz","8.14","6.03","B0G4LX1S57","14-in-1 Berberine with Ceylon Cinnamon Supplement Liquid Drops, 1800mg + 30:1 Liposomal Tech with Cayenne Pepper, Soursop, Chromium, Bitter Melon, Turmeric, Moringa, Gymnema, Glucomannan, GLP Support","6.69","5.03","2025-12-31"
"550035","kind patches berberine","Kind Patches","ASDF Cutra","Arkture","Health & Personal Care","Beauty","Home","B0FYRG4789","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 2 Pack, 60 Patches","39.68","29.25","B0FNJVG9WQ","ASDF Cutra. GLP-1 Patches for Women and Men, with Berberine, L-Glutamine, and Cinnamon, Natural Ingredients Patche - 1 Packs, 30 Patches","13.57","16.04","B0FK194S3Q","GLP-1 Patches by Kind Patches for Women and Men - 4 Pack, 120 Count","6.19","3.77","2025-12-31"
"552544","berberine complex","Integrative Therapeutics","VEGATOT","AgeImmune","Health & Personal Care","Home",,"B003FIMNJK","Integrative Therapeutics Berberine Complex - Digestive & Gut Health Supplement* - Vegan, Gluten-Free & Dairy-Free - 90 Capsules (45 Servings)","31.7","52.34","B0C16JBYZ2","VEGATOT GlucoSavior Berberine Supplement with Ceylon Cinnamon, Bitter Melon, Gymnema - Supports Immune, Heart Health & Gastrointestinal Function (150 Count (Pack of 1))","7.85","10.94","B07BKQY1C8","Berberine 1000mg Supplement Complex with Inulin Prebiotic - Berberine 500mg per Capsule - Doctor Formulated Supplements for High Absorption from a Doctor-Owned Brand.","6.37","0.0","2025-12-31"
"553389","berberine supplement 500mg","NATUREBELL","NOW","Puritan's Pride","Health & Personal Care",,,"B0C7FF131K","NatureBell Berberine Supplement 500mg | 300 Veggie Capsules, 97% Pure Berberine HCL – 5:1 Root Extract – Plant Based, Vegan, Non-GMO","19.14","18.86","B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","13.8","15.79","B07W3P7STQ","Puritan's Pride Berberine 500 mg, Dietary Supplement Support for Heart Health, Weight Loss, Support Blood Sugar and Cholesterol, 1 Month Supply, 60 Capsules","10.24","10.96","2025-12-31"
"574199","berberine liquid","Clean Nutraceuticals","Wild & Organic","Bunkka","Health & Personal Care","Pet Products","Grocery","B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","27.69","20.57","B0CRCYJCLL","Bunkka (2 Pack) Berberine Supplement, Berberine Liquid Drops with Ceylon Cinnamon, Bitter Melon, Sugar-Free & Vegan Supplement Supports Immune System & Gastrointestinal Care - 4 FL Oz","9.23","8.51","B0DHM6L4FB","Wild & Organic Berberine Liquid Drops - 500mg Berberine Supplement HCL for Overall Support - Natural Extract Tincture - Vegan, Alcohol & Sugar-Free - 2 fl oz","7.08","4.96","2025-12-31"
"578629","pure encapsulations berberine","Pure Encapsulations","THORNE","Integrative Therapeutics","Health & Personal Care",,,"B0CD8PV49D","Pure Encapsulations Berberine UltraSorb - Enhanced Absorption Berberine Phytosome 550 mg - Supports Metabolic & Cardiometabolic Health* - 60 Capsules","82.48","81.94","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","4.03","2.58","B0CQ69DLX5","Pure Encapsulations CholestePure Plus 120's - Supports Lipid Metabolism & Heart Health* - Berberine Supplement - with Citrus Bergamot - Gluten Free & Non-GMO - 120 Capsules","2.33","0.0","2025-12-31"
"615380","berberine hcl 500mg","NOW","NATUREBELL","Double Wood Supplements","Health & Personal Care",,,"B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","34.76","35.76","B0C7FF131K","NatureBell Berberine Supplement 500mg | 300 Veggie Capsules, 97% Pure Berberine HCL – 5:1 Root Extract – Plant Based, Vegan, Non-GMO","9.56","7.88","B01ADU1OYW","Berberine Supplement 500mg, 60 Capsules (Third Party Tested, Non-GMO, Gluten Free, Vegan Safe) AMPK Activator - Berberine HCL for Cardiovascular Health by Double Wood","4.94","4.24","2025-12-31"
"619583","best berberine for weight loss","Etta Vita","DOCTOR RECOMMENDED SUPPLEMENTS","Purify Life","Health & Personal Care","Beauty",,"B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","8.29","1.1","B0F3QKYM9J","GLP-1 Supplement for Weight Loss & Appetite Control for Men and Women with Akkermansia, Berberine, Inulin, EGCG, Resveratrol, Hops, Polyphenols - Supports Digestion, Hunger, Cravings, Gut Health","7.79","5.49","B0FKZCPLR5","GLP1 Support for Weight Loss - Sugar-Free Berberine Complex Gummies w Ceylon Cinnamon, Milk Thistle, ACV [AMPK Metabolic Activator] Berberine Supplement for Appetite Control, Carb Blocker & Fat Burn","7.63","3.3","2025-12-31"
"637661","now berberine glucose support","NOW","Carlyle","VEGATOT","Health & Personal Care",,,"B07PSMZ3J1","NOW Foods Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 90 Softgels","62.12","61.9","B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","15.36","10.05","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","7.51","0.0","2025-12-31"
"643227","feel good berberine","FeelGood Superfoods",,"Nature's Bounty","Health & Personal Care",,,"B0DF83J5CL","Feelgood Company - Berberine - High Absorption - 2200mg Equivalent - Herbal Supplement - Lower Blood Glucose - Helps Cholesterol - 60 Capsules","59.38","31.03","B0DGBS5H4M","Feel Good Superfoods Berberine Phytosome, 120 Vegan Capsules","20.14","27.59","B0G1L6JQ4L","Feel Good Superfoods Berberine Phytosome, 120 Vegan Capsules + Vssl Store Sticker.","7.75","4.6","2025-12-31"
"647694","hum berberine supplement","HUM","Nature's Bounty","THORNE","Health & Personal Care",,,"B0CJTL53NK","HUM Best of Berberine Supplement 1200mg, Pure Potency for Metabolic Wellness, Gut Health, Pure Berberine Supplements Enhanced with BioPerine for Maximum Absorption, 60 Capsules","69.67","72.26","B0FRN8Y4KB","HUM Best of Berberine Supplement Flatter Me Fiber Supplement","14.38","8.76","B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","1.73","2.19","2025-12-31"
"654726","berberine liquid drops","Clean Nutraceuticals","Bunkka","Superfood MD","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","25.22","18.47","B0CRCYJCLL","Bunkka (2 Pack) Berberine Supplement, Berberine Liquid Drops with Ceylon Cinnamon, Bitter Melon, Sugar-Free & Vegan Supplement Supports Immune System & Gastrointestinal Care - 4 FL Oz","10.86","10.83","B0FBR5SJFC","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa 4oz","9.63","7.01","2025-12-31"
"665213","berberine with ceylon cinnamon liquid drops","Clean Nutraceuticals","Nutribear","Liberty Lifestyle","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","37.9","33.33","B0D7537K4Z","Clean Nutra Cayenne Pepper Drops Supplement Liquid + Hawthorn Berry, Vitamin D3 K2 Beet Root Powder, Ceylon Cinnamon, Turmeric Curcumin, Organic Panax Ginseng, Berberine Extract 1 Pack","11.21","3.33","B0FKGRTMZQ","Berberine with Ceylon Cinnamon - Berberine Supplement Liquid Drops with Bitter Melon Extract, Turmeric, Chromium, Gymnema, Moringa, AMPK Activator for Digestion System, Immune Health Support, 2 fl oz","9.96","8.67","2025-12-31"
"668847","ultra berberine","FORCE FACTOR","Ultra6 Nutrition","Carlyle","Health & Personal Care","Beauty",,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","51.16","46.58","B0F98CLT2T","Ultra Berberine Supplement Capsules 600mg (1200mg to 1800mg Daily) – Pure Berberine HCL Supplement to Support Metabolism & Daily Vitality – Vegan, Gluten-Free Diet Supplements (90 Capsules)","11.45","10.27","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","6.44","3.42","2025-12-31"
"681397","integrative therapeutics berberine","Integrative Therapeutics","THORNE","NOW","Health & Personal Care",,,"B01152Y426","Integrative Therapeutics Berberine - Supports Metabolic Health & Cellular Energy Metabolism - Practitioner-Trusted Quality - Dairy-Free & Gluten-Free - 60 Capsules (60 Servings)","75.41","63.48","B003FIMNJK","Integrative Therapeutics Berberine Complex - Digestive & Gut Health Supplement* - Vegan, Gluten-Free & Dairy-Free - 90 Capsules (45 Servings)","12.75","11.24","B0BN6WQMMC","Integrative Therapeutics Berberine - Supports Metabolic Health & Cellular Energy Metabolism - Practitioner-Trusted Quality - Dairy-Free & Gluten-Free - 120 Capsules (120 Servings)","5.28","5.06","2025-12-31"
"689041","berberine plus","DOCTOR RECOMMENDED SUPPLEMENTS","SUPPNATURE","Best Naturals","Health & Personal Care",,,"B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","41.99","41.09","B0FZMS7JY5","Berberine Plus Supplement 1200mg - Premium Berberine HCL - Berberine Plus Capsules Advanced Formula, Berberine Metabolic Support Supplement* - 60 Capsules","18.05","2.33","B0D2Z7XN2H","Best Naturals Berberine Plus 1000mg per Serving, (Non-GMO) 60 Capsules - Contains Berberine HCL 1000mg, Vitamin C 120mg & Zinc Gluconate 30 mg","8.84","6.2","2025-12-31"
"695557","organic berberine supplement","DECENT NATURE","VEGATOT","Himalaya","Health & Personal Care",,,"B0D5MYQ6PP","Organic Berberine with Ceylon Cinnamon 2175mg - Premium berberine supplement high purity extract USDA Organic, support immune system, Berberine Plus Complex, Non-GMO Vegan for Men Women 90 Capsules","15.8","13.39","B0C16JBYZ2","VEGATOT GlucoSavior Berberine Supplement with Ceylon Cinnamon, Bitter Melon, Gymnema - Supports Immune, Heart Health & Gastrointestinal Function (150 Count (Pack of 1))","11.15","11.61","B0DD6WWXTB","Manewu Organic Berberine Supplement - 180 Count Berberine with Ceylon Cinnamon & Citrus Bergamot,Cinnamon Supplements,Berberine 1500mg Complex, 3-Month Supply","5.2","5.36","2025-12-31"
"698231","bionature inc berberine chromium","Igennus Healthcare Nutrition","MICROINGREDIENTS","Dr. Mercola","Health & Personal Care",,,"B0DYVPK45R","Igennus Dual Action Berberine Phytosome 550mg & Chromium Picolinate, 10x Absorption, Blood Glucose Control, Standardized Berberis Extract Supplement, Clean Label, Vegan, 60 Capsules","25.37","28.57","B09WXR8KRJ","Dr. Mercola Biothin Berberine with Chromium - Supports Healthy Metabolic Function - Enhanced Absorption - Non-GMO, Gluten-Free & Soy-Free - 30 Capsules (30 Servings)","8.58","1.79","B0DW192P2Z","Berberine with Ceylon Cinnamon, Chromium, & Turmeric | 3,000mg Equivalent | 240 Veggie Capsules | High Potency Berberine HCl Root + Cinnamon Bark Extract | Heart Health & Immune Support Supplement*","8.4","3.57","2025-12-31"
"724290","berberine 500 mg","NATUREBELL","NOW","Puritan's Pride","Health & Personal Care",,,"B0C7FF131K","NatureBell Berberine Supplement 500mg | 300 Veggie Capsules, 97% Pure Berberine HCL – 5:1 Root Extract – Plant Based, Vegan, Non-GMO","17.99","17.37","B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","17.41","20.0","B07W3P7STQ","Puritan's Pride Berberine 500 mg, Dietary Supplement Support for Heart Health, Weight Loss, Support Blood Sugar and Cholesterol, 1 Month Supply, 60 Capsules","8.7","6.84","2025-12-31"
"750617","purisaki berberine patches","Ozempeak","Adellina","Ledisa","Health & Personal Care","Beauty","Home","B0FS118SN3","Ozempeak-Patch Berberine GLP1 Patches 3-Month Supply | Easy Daily Wear | Naturally Inspired Ingredients | Comfortable & Discreet Skin-Friendly Discs for Women Men| Gentle Support for All Skin Types","17.03","0.0","B0FRN118X5","Ledisa Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 30 Days Supply","10.62","6.56","B0G2SMXTB1","Adellina GLP-1 Patches 60 Count: Advanced Formula with Berberine L-Glutamine - 2 Months Pack","9.82","9.84","2025-12-31"
"752194","berberine with ceylon cinnamon drops","Clean Nutraceuticals","Burdvmd Trttvre","Liberty Lifestyle","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","40.16","29.37","B0FL6B6HJ2","Berberine Drops with Ceylon Cinnamon Supplement, Berberine HCL, Chromium, Bitter Melon & Turmeric Liquid Drops for Immune Health & Metabolic Support, Fast Absorption - 4 fl oz","10.04","7.69","B0F5M5KRV2","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Panax Ginseng, Moringa- 4 OZ","8.03","4.9","2025-12-31"
"764639","hum berberine","HUM","Carlyle","THORNE","Health & Personal Care","Grocery",,"B0CJTL53NK","HUM Best of Berberine Supplement 1200mg, Pure Potency for Metabolic Wellness, Gut Health, Pure Berberine Supplements Enhanced with BioPerine for Maximum Absorption, 60 Capsules","72.24","70.83","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","8.16","1.04","B0FRN8Y4KB","HUM Best of Berberine Supplement Flatter Me Fiber Supplement","5.51","6.25","2025-12-31"
"772625","micro ingredients berberine","MICROINGREDIENTS","Carlyle","Luma Nutrition","Health & Personal Care",,,"B0DW192P2Z","Berberine with Ceylon Cinnamon, Chromium, & Turmeric | 3,000mg Equivalent | 240 Veggie Capsules | High Potency Berberine HCl Root + Cinnamon Bark Extract | Heart Health & Immune Support Supplement*","47.01","47.83","B0FJ3X2KQC","Micro Ingredients Berberine 1000mg with MCT Oil, 240 Softgels | Highly Bioavailable Formula with Berberine HCI from Berberis Aristata | Non-GMO, Gluten Free, No Soy","37.32","38.04","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","6.8","0.0","2025-12-31"
"774249","rho berberine","Rho Nutrition","THORNE","MICROINGREDIENTS","Health & Personal Care",,,"B0D9ZTJXRC","Rho Nutrition Liposomal Berberine Capsules - Ultra High Absorption Supplement – Supports Immune Function, Gut Health and Metabolic and Cardiovascular Health (60 Capsules)","89.88","89.94","B0BQ4QGDKC","Rho Nutrition Liposomal Curcumin + Resveratrol (1 Pack) – Ultra High Absorption Liquid Curcumin Supplement – Promotes Joint Comfort, Mobility, Cellular Health and Overall Well-Being","2.07","0.59","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","1.86","1.18","2025-12-31"
"779158","berberine organic","DECENT NATURE","Wild & Organic","VEGATOT","Health & Personal Care",,,"B0D5MYQ6PP","Organic Berberine with Ceylon Cinnamon 2175mg - Premium berberine supplement high purity extract USDA Organic, support immune system, Berberine Plus Complex, Non-GMO Vegan for Men Women 90 Capsules","14.14","14.42","B0C16JBYZ2","VEGATOT GlucoSavior Berberine Supplement with Ceylon Cinnamon, Bitter Melon, Gymnema - Supports Immune, Heart Health & Gastrointestinal Function (150 Count (Pack of 1))","6.03","1.92","B0DNRJRWF4","Wild & Organic Berberine Capsules 1000 mg - Antioxidant & Overall Support - Pure Berberine HCL Powder - Berberis Aristata Bark Supplement - Vegan, No Fillers, Non-GMO - 90 Count","5.2","2.88","2025-12-31"
"780728","toniiq berberine","Toniiq","Carlyle","THORNE","Health & Personal Care","Wireless",,"B0BX48S53M","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 180 Vegetarian Capsules, 1500 mg per Serving","46.67","39.58","B07X4B7QFM","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 90 Vegetarian Capsules, 500 mg per Capsule","39.17","45.83","B0D8LYYW3W","Toniiq Dihydroberberine Supplement - Ultra High Potency 1,000mg Formula with GlucoVantage, 10:1 Ceylon Cinnamon & 50:1 Milk Thistle - Third-Party Lab Tested","2.08","0.0","2025-12-31"
"790669","berberine 1200mg","Luma Nutrition","Nutricost","NATURE TARGET","Health & Personal Care","Home",,"B08DHC29R6","Luma Nutrition Berberine Supplement - Berberine HCL 1200mg Per Serving - Vegan, Gluten Free, Non-GMO - 60 Capsules","21.52","24.72","B0DD6B85NL","NATURE TARGET Berberine HCl 1200mg, Berberine Supplement with Ceylon Cinnamon, Chromium, Non-GMO, 120 Capsules","12.87","7.87","B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","10.34","7.87","2025-12-31"
"827796","berberine phytosome supplement","Enzymedica","FeelGood Superfoods","THORNE","Health & Personal Care",,,"B0DF83J5CL","Feelgood Company - Berberine - High Absorption - 2200mg Equivalent - Herbal Supplement - Lower Blood Glucose - Helps Cholesterol - 60 Capsules","20.97","15.69","B0D1YS8N4Z","Enzymedica, Berberine Phytosome, 9.6X Better Bioavailability, High Potency Natural Vegan Dietary Supplement for Metabolic Support, 60 Capsules","17.0","15.69","B0D8VMPX1N","Nature Made Better Absorption Berberine Phytosome Capsules, 1100mg Per 2 Capsules Daily, Berberine Supplement for Cardiovascular Health Support, 60 Capsules, 30 Day Supply","6.4","7.84","2025-12-31"
"827796","glorenda berberine patch","Cvreoz","TLOPA","Ritovynex","Beauty","Health & Personal Care","Home","B0GCFR4Z5X","GLORENDA Microdarts 10-in-1 Nano Patch, Natural Skin Care Patch, Suitable for All Skin Types (4 Box)","50.77","35.56","B0GCK7Y96L","GLORENDA Microdarts 10-in-1 Nano Patch, Natural Skin Care Patch, Suitable for All Skin Types (3 Box)","6.18","2.22","B0GD1SHK9K","TLOPA GLORENDA 10-in-1 Nano Microdarts Patch, 2026 New Glorenda Patch, Natural Body Slim Patches for Women and Men - Gentle Formula for All Skin (3 boxes)","4.64","4.44","2025-12-31"
"831499","berberine supplements","Nature's Bounty","Carlyle","Nutricost","Health & Personal Care","Grocery",,"B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","9.31","1.32","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","5.99","1.32","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","4.66","3.95","2025-12-31"
"846614","force factor berberine","FORCE FACTOR","Carlyle","Purify Life","Health & Personal Care",,,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","63.66","62.5","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","12.64","5.77","B0DNKMF384","Force Factor Ultra Berberine Enhanced Absorption, with Ceylon Cinnamon, Dihydroberberine & Chromium, 5X Absorption, 2X Longer Lasting, Promote Lean Body Mass, 60 Vegetable Capsules","5.87","1.92","2025-12-31"
"848567","nutriflair berberine","NUTRIFLAIR","Carlyle","Nutrivein","Health & Personal Care",,,"B07WHQLDM6","NutriFlair Berberine with Ceylon Cinnamon 1450mg Supplement – 120 Capsules | High Potency Formula with Berberine HCl & Organic Ceylon Cinnamon | Non-GMO, Vegan, Gluten-Free","52.04","44.97","B0F6VNKSLC","NutriFlair Berberine 97% HCl with Ceylon Cinnamon Supplement, 120 Capsules – High Potency, Premium Quality, Vegan-Friendly – 60 Servings","24.89","24.83","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","4.75","0.67","2025-12-31"
"868580","berberine ceylon cinnamon","Carlyle","Clean Nutraceuticals","NUTRIFLAIR","Health & Personal Care",,,"B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","22.45","11.67","B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","16.2","17.5","B07WHQLDM6","NutriFlair Berberine with Ceylon Cinnamon 1450mg Supplement – 120 Capsules | High Potency Formula with Berberine HCl & Organic Ceylon Cinnamon | Non-GMO, Vegan, Gluten-Free","7.18","4.17","2025-12-31"
"872670","berberine cinnamon","Carlyle","Clean Nutraceuticals","Nutricost","Health & Personal Care","Grocery",,"B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","31.16","19.59","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","9.07","9.28","B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","8.14","6.19","2025-12-31"
"872670","bio nature inc berberine and chromium","Nutreb","Dr. Mercola","Igennus Healthcare Nutrition","Health & Personal Care",,,"B0CBB1H324","Nutreb Berberine Supplement 1200mg - 5X Higher Absorption - Ultra Pure 98% Berberine HCL - Healthy Weight Management, Immune Support - Non GMO, Manufactured in USA - 60 Vegan Capsules","18.84","12.28","B09WXR8KRJ","Dr. Mercola Biothin Berberine with Chromium - Supports Healthy Metabolic Function - Enhanced Absorption - Non-GMO, Gluten-Free & Soy-Free - 30 Capsules (30 Servings)","18.14","28.07","B0DYVPK45R","Igennus Dual Action Berberine Phytosome 550mg & Chromium Picolinate, 10x Absorption, Blood Glucose Control, Standardized Berberis Extract Supplement, Clean Label, Vegan, 60 Capsules","16.74","17.54","2025-12-31"
"878891","ancient bliss berberine","Ancient Bliss","Aumeto","THORNE","Health & Personal Care",,,"B09Q6M6W9F","Ancient Bliss Berberine HCL 1200mg with Ceylon Cinnamon, Bitter Melon, and Green Tea Extract - 120 Capsules","88.76","88.41","B0CTKCNRQS","Berberine Supplement - Enhanced with Ceylon Cinnamon, Turmeric, Milk Thistle, Bitter Melon for Digestion, Immunity & Weight Managament (150 Count (Pack of 1))","2.34","2.9","B0C9D3LMTR","Ancient Bliss Apple Cider Vinegar Organic Capsules with The Mother, Helps Improve Digestion, Unfiltered Vinegar Capsules, 1600MG (120 Capsules)","2.11","0.0","2025-12-31"
"889339","berberine +","DOCTOR RECOMMENDED SUPPLEMENTS","NUTRIFLAIR","Carlyle","Health & Personal Care",,,"B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","10.19","7.77","B07WHQLDM6","NutriFlair Berberine with Ceylon Cinnamon 1450mg Supplement – 120 Capsules | High Potency Formula with Berberine HCl & Organic Ceylon Cinnamon | Non-GMO, Vegan, Gluten-Free","8.77","8.74","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","8.29","0.97","2025-12-31"
"910998","berberine glucose support","NOW","Carlyle","Clean Nutraceuticals","Health & Personal Care",,,"B07PSMZ3J1","NOW Foods Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 90 Softgels","49.27","50.43","B0F9RZK9KD","Now Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 60 Softgels","11.65","7.69","B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","6.8","9.4","2025-12-31"
